Character,Line
Leslie Knope,"All I'm gonna do is go in and just say, ""We are so sorry, it's entirely our fault"""
Leslie Knope,That's insane.
Leslie Knope,I have to apologize.
Leslie Knope,Andy was a victim--
Leslie Knope,Of an extremely unfortunate situation.
Leslie Knope,"I can't say the word ""situation""?"
Leslie Knope,Can I give him the pig?
Leslie Knope,"Hi, Andy."
Leslie Knope,I got this for you.
Leslie Knope,Hope you squeal better.
Leslie Knope,This is my friend Scott.
Leslie Knope,"Andy, I just wanted to say, I am so, so"
Leslie Knope,"Filled with emotions, as any person would."
Leslie Knope,Uh... you were in the pit.
Leslie Knope,You were in a place.
Leslie Knope,We're both here now.
Leslie Knope,The government--
Leslie Knope,What?
Leslie Knope,Why?
Leslie Knope,"Andy, no."
Leslie Knope,"Andy, you're suing your hometown?"
Leslie Knope,"Look, can we just talk about this?"
Leslie Knope,This is terrible.
Leslie Knope,"Andy, it's Leslie."
Leslie Knope,Hello?
Leslie Knope,"Andy, it's Leslie."
Leslie Knope,"Andy, it's Leslie."
Leslie Knope,Look.
Leslie Knope,What did you mean when you said it's your only option?
Leslie Knope,I think we should talk.
Leslie Knope,Without lawyers present.
Leslie Knope,"If you wanna meet, just put a white chalk ""X"" on the mailbox across the street from City Hall."
Leslie Knope,Or call me back.
Leslie Knope,Just call me back.
Leslie Knope,"Andy, why aren't you returning my calls?"
Leslie Knope,Is it because of your lawyer?
Leslie Knope,It's because of your lawyer.
Leslie Knope,"Hey, Andy, it's your aunt, your mom or dad's sister."
Leslie Knope,I don't know how to tell you this but your uncle has passed.
Leslie Knope,He's with Jesus now.
Leslie Knope,So we're having a memorial in 30 minutes at City Hall.
Leslie Knope,Hey!
Leslie Knope,Free guitars at City Hall!
Leslie Knope,Everybody run!
Leslie Knope,"Because of a local disaster, you, Andy Dwyer, must go to the evacuation center at Pawnee City Hall."
Leslie Knope,How long have you been there?
Leslie Knope,I promise that Andy isn't suing just for the money.
Leslie Knope,"I feel like if I could get past the lawyers and find out what's really going on, I think I could get him to drop the lawsuit."
Leslie Knope,Thank you so--
Leslie Knope,Oh!
Leslie Knope,Has he showed up naked before?
Leslie Knope,Where are you--
Leslie Knope,"Hey, Ann. Just--"
Leslie Knope,What did you mean when you said this was your only option?
Leslie Knope,I just can't believe that you're suing just for the money.
Leslie Knope,That doesn't sound like Ann.
Leslie Knope,"Sometimes, I think the right thing to do is to not take shortcuts."
Leslie Knope,"I mean, look, I tried to fill in the pit, that didn't work either."
Leslie Knope,Wait a second.
Leslie Knope,"I know I just said that maybe shortcuts are bad, but I kind of just thought of an awesome shortcut."
Leslie Knope,"Yeah, it's really terrific."
Leslie Knope,No.
Leslie Knope,Never.
Leslie Knope,I will not negotiate with greedy street people.
Leslie Knope,We planned this.
Leslie Knope,"I think that Andy seems like he doesn't care so much about the second one, and he would be fine with us just filling in the pit."
Leslie Knope,"What do you say, Scott?"
Leslie Knope,"Well, I hate to say it, but it really seems like Andy has us over a barrel here, Scott."
Leslie Knope,"Oh, sorry."
Leslie Knope,"Usually, in these situations, a person says ""pinch me."""
Leslie Knope,"Ah, yeah."
Leslie Knope,"Just one of his conditions for the settlement, I guess."
Leslie Knope,Yup.
Leslie Knope,"Gave up 100,000 dollars probably just for one thing, the city fill in the pit behind your house."
Leslie Knope,Who knows? Who knows why that gopher does what he does?
Leslie Knope,"Goodbye, pit."
Leslie Knope,"Hello, lot."
Leslie Knope,How does taking risks make me feel? Amazing.
Leslie Knope,Tingling sensation throughout my whole body.
Leslie Knope,I feel flushed.
Leslie Knope,"My muscles are relaxed, yet I feel awake."
Leslie Knope,Just waves of pleasure.
Leslie Knope,I wish there was something physical that could make me feel this way.
Leslie Knope,Are you thinking what I'm thinking?
Leslie Knope,"Oh, my God, we're so close."
Leslie Knope,"I'm gonna call Kaboom, and check on their availability for next year."
Leslie Knope,"Hi, yes, I'd like the number for Kaboom, the national playground building charity."
Leslie Knope,I hope they can work us in.
Leslie Knope,What? Are you sure?
Leslie Knope,"Hey, Johnny Karate!"
Leslie Knope,I'm so happy to be here on your last show ever.
Leslie Knope,I am going to be taking over hosting my friend's TV show.
Leslie Knope,"Isn't that right, April?"
Leslie Knope,"Andy Dwyer/ Johnny Karate, this is your life!"
Leslie Knope,Welcome back.
Leslie Knope,"When I first met the man standing next to me, he was not a cultural phenomenon."
Leslie Knope,He was going through a tough time.
Leslie Knope,He had just broken both legs from falling into a pit.
Leslie Knope,"It's a kid's show, Andy."
Leslie Knope,Kid's show.
Leslie Knope,"That event set in motion many wonderful things in my life, including the building of the Pawnee Commons."
Leslie Knope,"So, in a weird way, Andy, I owe it all to you."
Leslie Knope,Andy pulled his life together and he got himself a job at the shoeshine stand in City Hall.
Leslie Knope,"Hey, hi."
Leslie Knope,"To commemorate that time and to make sure that you never miss another appointment again, we have brought you a monogrammed day planner."
Leslie Knope,Aw.
Leslie Knope,"From then, Andy went to England for a few months to work for a nonprofit."
Leslie Knope,"It was there that he befriended the 14th Earl of Cornwall upon Thames, Sir Edgar Covington."
Leslie Knope,Tada!
Leslie Knope,"Friend, coworker, musician, husband Andy Dwyer--"
Leslie Knope,Sir Andy Dwyer had become so many things to so many people.
Leslie Knope,But his greatest creation was yet to come.
Leslie Knope,A salute to Johnny Karate when we come back!
Leslie Knope,"Every hero struggles with failure, faces something they cannot do."
Leslie Knope,Andy faced one of those moments just a few years ago.
Leslie Knope,"No, you did not achieve your dream of becoming a Pawnee police officer."
Leslie Knope,"But you did create Burt Macklin, a character who exemplifies everything that is great about law enforcement."
Leslie Knope,Take a look.
Leslie Knope,No!
Leslie Knope,"Andy, now that you are an official police officer--"
Leslie Knope,You should be able to solve the case of the missing guitar.
Leslie Knope,"So, grab your clue and head on over to Professor Smartbrain."
Leslie Knope,Oh!
Leslie Knope,"And now it's time to celebrate Andy Dwyer's greatest creation, Johnny Karate."
Leslie Knope,He has brought so much happiness to so many children in southern Indiana that we thought a piece of Johnny Karate should stay here in Pawnee.
Leslie Knope,Raise it up!
Leslie Knope,That karate gi will stay here forever.
Leslie Knope,"Well, not here, here, because this studio actually has a show where divorced couples work out their problems, so that might be weird if that thing was hanging over them."
Leslie Knope,But it'll be somewhere.
Leslie Knope,And the spirit will stay with us.
Leslie Knope,Forever.
Leslie Knope,"Andy Dwyer's final goodbye, when we come back."
Leslie Knope,"Well, someone just officially enrolled in the Senior Executive Service Development Candidate Program at the Department of the Interior."
Leslie Knope,Thanks.
Leslie Knope,It's a big deal.
Leslie Knope,"So, my promotion is official."
Leslie Knope,We need to find a place in D.C.
Leslie Knope,Because we're gonna be splitting our time.
Leslie Knope,Cheers.
Leslie Knope,Everyone's scattering.
Leslie Knope,"Well, look at it this way."
Leslie Knope,"Bad news comes in threes, right?"
Leslie Knope,"We're leaving, April and Andy are leaving, Donna's leaving."
Leslie Knope,That's three!
Leslie Knope,"That's three, Garry."
Leslie Knope,"Well, we're probably due for some good news."
Leslie Knope,"Well, you jinxed us, Garry."
Leslie Knope,Thanks a lot.
Leslie Knope,"People are dying, moving, retiring."
Leslie Knope,"Too many endings, not enough beginnings."
Leslie Knope,We need something to begin.
Leslie Knope,And I have just the thing.
Leslie Knope,An underground dance competition.
Leslie Knope,I'm realizing I know nothing about the logistics of how to start an underground dance competition.
Leslie Knope,But someone here will.
Leslie Knope,You did.
Leslie Knope,What did you get me?
Leslie Knope,Oohlala.
Leslie Knope,Men's Ferragamo loafers.
Leslie Knope,What am I supposed to do with these?
Leslie Knope,How was your trip?
Leslie Knope,No.
Leslie Knope,This is perfect.
Leslie Knope,"What with everything ending, you guys are the happy beginning that we all need."
Leslie Knope,You should propose to her.
Leslie Knope,Right now.
Leslie Knope,Here.
Leslie Knope,What better place to ask a woman to marry you than an old man's public memorial?
Leslie Knope,"Yeah, you'd probably want her here for that, right?"
Leslie Knope,This is gonna be so sad.
Leslie Knope,They worked together for a long time.
Leslie Knope,What is happening?
Leslie Knope,Tom.
Leslie Knope,Listen to Ethel.
Leslie Knope,No.
Leslie Knope,Listen to her message.
Leslie Knope,You can't wait to tell someone how you feel.
Leslie Knope,"Because if you wait, before you know it Boom!"
Leslie Knope,"46 years later, they're gone."
Leslie Knope,Exactly.
Leslie Knope,And I will help you with the proposal.
Leslie Knope,What do you wanna do?
Leslie Knope,Tom Haverford
Leslie Knope,"Oh, yeah!"
Leslie Knope,"Oh, um People grieve in different ways."
Leslie Knope,"Listen, if you can't train 200 white doves in the next four hours to spell out ""Lucy, will you marry me?"", then you have no business calling yourself a pet store."
Leslie Knope,"I don't know, Tom."
Leslie Knope,I really don't.
Leslie Knope,"Hey, lan."
Leslie Knope,"I need a gigantic banner that says ""Congratulations, Lucy and Tom,"" and I need it by tomorrow."
Leslie Knope,"Over the past 15 years, I have spent nearly a hundred thousand dollars at your banner store."
Leslie Knope,I have ordered banners for every personal and professional event that I've ever organized.
Leslie Knope,"My credit card company called me about it, not to question the charges, but to sincerely ask me if I was mentally stable."
Leslie Knope,"Okay, Tom, there's your mark, you'll enter from the front."
Leslie Knope,"Ted, are we rolling?"
Leslie Knope,Okay!
Leslie Knope,Quiet on the set!
Leslie Knope,Action.
Leslie Knope,"'Allo, would you like to see some rings, Agent Haverford?"
Leslie Knope,I came up with a backstory for my character.
Leslie Knope,"She's married to a French billionaire, and she has a twin sister, identical, and they keep--"
Leslie Knope,"Well, I committed to the role!"
Leslie Knope,'Allo.
Leslie Knope,Would you like to see some gorgeous jewelry?
Leslie Knope,We have the most rare diamonds in the world.
Leslie Knope,Oh.
Leslie Knope,Zut alors!
Leslie Knope,Freeze.
Leslie Knope,Stunt double.
Leslie Knope,Tom.
Leslie Knope,Action!
Leslie Knope,Rack focus.
Leslie Knope,Pan left.
Leslie Knope,Just get the right Go under the--
Leslie Knope,And cut.
Leslie Knope,"Oh, my gosh."
Leslie Knope,"Tom, that was amazing!"
Leslie Knope,Hey.
Leslie Knope,"It's the movie business, Ted."
Leslie Knope,You knew the risks.
Leslie Knope,"Okay, everybody in the van."
Leslie Knope,We're headed to the next location.
Leslie Knope,I'm cool?
Leslie Knope,I'm cool.
Leslie Knope,I'm a cool dudette.
Leslie Knope,Hey.
Leslie Knope,It's pizza time.
Leslie Knope,No.
Leslie Knope,"Oh, no!"
Leslie Knope,Really?
Leslie Knope,"Is it because I said, ""It's pizza time""?"
Leslie Knope,What's happening?
Leslie Knope,"I have no idea what's happening, and I'm very scared that everything is falling apart."
Leslie Knope,But you seem like James Bond right now.
Leslie Knope,Yes.
Leslie Knope,"Okay, what are we doing?"
Leslie Knope,There are hundreds of people waiting for us.
Leslie Knope,Fine.
Leslie Knope,I will leave.
Leslie Knope,Good luck.
Leslie Knope,Yes.
Leslie Knope,"Yes, of course!"
Leslie Knope,"Okay, I already picked a place."
Leslie Knope,Don't follow me!
Leslie Knope,"Oh, my God."
Leslie Knope,That was so sweet.
Leslie Knope,Why are you like this?
Leslie Knope,No.
Leslie Knope,You were right to change course.
Leslie Knope,It was perfect and beautiful.
Leslie Knope,There's still a very big celebration awaiting you and your fiancee.
Leslie Knope,"Catch you on the flipside, Tom-egranate Juice."
Leslie Knope,"Hey, babe."
Leslie Knope,Tom got engaged.
Leslie Knope,Ugh.
Leslie Knope,I'm so glad we're leaving.
Leslie Knope,Wait.
Leslie Knope,You know what? I just had an amazing idea.
Leslie Knope,"Oh, Ian, thank you so much."
Leslie Knope,It's great.
Leslie Knope,"Now, throw it out."
Leslie Knope,"I need a new one, and I need it in 20 minutes."
Leslie Knope,Look.
Leslie Knope,"If you didn't wanna be on call 24/7 for emergencies, then you should not have gone into the high-stakes world of banner making!"
Leslie Knope,"Happy Inauguration Day, buddy."
Leslie Knope,The passing of our beloved Mayor Gunderson marks the end of an era.
Leslie Knope,But we are about to begin a new chapter in Pawnee's history.
Leslie Knope,"Ladies and gentlemen, the new mayor of the great city of Pawnee, Indiana, Garry Gergich!"
Leslie Knope,Which brings us to 2005.
Leslie Knope,"The Circle Park renovation was complete, and a young man named Thomas Haverford was still two years away from getting hired."
Leslie Knope,"I mean, I planned a comprehensive retrospective, but I guess I can just focus on the really important moments."
Leslie Knope,Ah!
Leslie Knope,The debate about getting a pod-based coffee machine.
Leslie Knope,Garry and I wrote a little musical number about that.
Leslie Knope,And it goes a little something like this.
Leslie Knope,"No, April, Ron, we need to celebrate everything that we've done together as a group."
